age,speciality_years,speciality,wing,entry_level,occupation,intervention,ethnicity, sex,hours,country,target
35,12,Emergency,SE,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
29,10,Psychiatry,W,minor,Therapist,Other, White, Male,55, United-States,0
61,10,Psychiatry,W,high,Patient,Diagnostic, White, Female,44, United-States,0
35,15,Pulmonary,W,high,Patient,Other, White, Female,55, United-States,1
49,10,Psychiatry,W,minor-medium,Techs,Therapeutic, Asian-Pac-Islander, Male,44, Philippines,0
46,10,Psychiatry,W,medium-high,Therapist,Diagnostic, Amer-Indian-Eskimo, Female,44, United-States,0
58,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
39,13,Opthalmology,W,high,Dietitian,Other, White, Male,44, United-States,1
25,15,Pulmonary,S,minor,Dietitian,Other, White, Female,44, United-States,0
28,12,Emergency,W,medium,Therapist,Anesthesia, Amer-Indian-Eskimo, Male,52, United-States,0
30,10,Psychiatry,W,high,Surgeons,Other, White, Male,55, United-States,0
67,10,Psychiatry,W,high,Medical Assistants,Other, Asian-Pac-Islander, Female,44, Japan,0
55,15,Pulmonary,NW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
64,10,Psychiatry,N,minor-medium,Therapist,Surgical, White, Female,44, United-States,1
58,12,Emergency,SW,minor-medium,Surgeons,Therapeutic, White, Male,79, United-States,0
27,15,Pulmonary,W,minor-medium,Dietitian,Surgical, White, Female,44, United-States,0
55,12,Emergency,SE,minor-medium,Patient,Therapeutic, White, Male,55, Germany,1
64,12,Emergency,SE,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
20,12,Emergency,W,minor,Therapist,Anesthesia, White, Female,11, United-States,0
71,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
47,16,Pediatrics,N,high,Gift Shop,Other, White, Male,66, United-States,1
36,12,Emergency,N,minor,Medical Assistants,Anesthesia, Asian-Pac-Islander, Female,44, United-States,0
40,13,Opthalmology,S,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
20,10,Psychiatry,W,minor,Techs,Anesthesia, White, Female,16, United-States,0
41,15,Pulmonary,SE,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
41,15,Pulmonary,W,minor,Patient,Diagnostic, White, Female,44, Cuba,0
74,19,Endocrinology,W,minor-medium,Dietitian,Therapeutic, White, Male,60, United-States,1
20,12,Emergency,W,minor,Techs,Anesthesia, White, Female,33, United-States,0
42,12,Emergency, ?,high, ?,Other, White, Female,22, United-States,0
57,10,Psychiatry,W,minor,Techs,Diagnostic, White, Female,49, United-States,0
50,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
40,12,Emergency,W,minor,Medical Assistants,Other, White, Female,44, United-States,0
49,16,Pediatrics,S,minor,Dietitian,Other, White, Male,55, United-States,1
49,13,Opthalmology,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,1
49,10,Psychiatry,W,minor-medium,Gift Shop,Therapeutic, Black, Male,44, United-States,1
39,16,Pediatrics,W,minor,Dietitian,Other, White, Female,44, United-States,0
25,12,Emergency,W,medium,Patient,Other, White, Male,44, United-States,0
34,10,Psychiatry,W,minor,Therapist,Propaedeutic, White, Male,52, United-States,0
28,16,Pediatrics,W,minor,Dietitian,Other, White, Female,44, United-States,0
39,10,Psychiatry,W,minor,Techs,Anesthesia, Black, Male,38, United-States,0
64,16,Pediatrics,S,medium-high,Dietitian,Diagnostic, White, Female,66, United-States,1
39,16,Pediatrics,N,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
33,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
40,10,Psychiatry,W,minor,Nurse,Anesthesia, White, Male,44, United-States,0
62,15,Pulmonary,W,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,1
28,10,Psychiatry,W,minor,Patient,Other, White, Female,55, United-States,0
81,10,Psychiatry,W,high,ER doctors,Other, White, Female,17, United-States,0
79,7,Nephrology,W,medium-high,Medical Assistants,Other, White, Female,22, United-States,0
56,13,Opthalmology,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
46,14,Gynecology/Urology,W,medium-high,Lab,Diagnostic, White, Female,26, United-States,0
46,16,Pediatrics,W,minor,Dietitian,Other, White, Female,44, United-States,0
67,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
42,12,Emergency,SE,minor-medium,Physician,Therapeutic, White, Male,71, United-States,0
40,15,Pulmonary,W,minor,Patient,Other, White, Male,52, United-States,1
38,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
78,1,Aesthetic,W,medium-high,Patient,Diagnostic, Black, Male,11, United-States,0
19,9,Gastroenterology,S,minor,Gift Shop,Anesthesia, White, Male,44, United-States,0
62,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,1, United-States,0
30,12,Emergency,W,minor-medium,Therapist,Surgical, White, Female,44, United-States,0
53,10,Psychiatry,S,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
33,10,Psychiatry,W,minor,Dietitian,Anesthesia, White, Female,33, United-States,0
30,12,Emergency,W,minor,Patient,Other, White, Male,33, United-States,0
77,13,Opthalmology,SW,minor-medium,Physician,Therapeutic, White, Male,26, United-States,1
53,10,Psychiatry,S,high,Techs,Diagnostic, White, Female,44, United-States,0
39,15,Pulmonary,W,high,Dietitian,Other, White, Male,44, United-States,1
47,10,Psychiatry, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,0
45,18,Neurosciences,W,minor-medium,Medical Assistants,Therapeutic, White, Male,55, ?,1
59,15,Pulmonary,S,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,44, Philippines,1
38,12,Emergency,W,minor,Patient,Anesthesia, White, Male,44, United-States,0
22,10,Psychiatry,W,minor,Nurse,Other, White, Male,44, United-States,0
60,14,Gynecology/Urology,S,minor-medium,Dietitian,Therapeutic, Asian-Pac-Islander, Male,44, United-States,1
55,15,Pulmonary,W,minor,Patient,Other, White, Male,44, United-States,0
75,12,Emergency,SW,minor-medium,Techs,Surgical, White, Female,16, United-States,0
51,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,52, United-States,1
51,12,Emergency,N,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,1
49,10,Psychiatry,W,high,Physician,Other, White, Male,48, United-States,1
50,12,Emergency,W,minor,Nurse,Other, White, Female,49, United-States,0
31,12,Emergency, ?,high, ?,Diagnostic, White, Female,44, United-States,0
24,10,Psychiatry,S,minor,Gift Shop,Diagnostic, White, Male,61, United-States,0
64,15,Pulmonary,SW,minor-medium,Therapist,Therapeutic, White, Male,60, United-States,1
20,10,Psychiatry,W,minor,Surgeons,Anesthesia, White, Male,49, United-States,0
42,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
48,10,Psychiatry,W,high,Surgeons,Diagnostic, White, Male,55, United-States,0
44,15,Pulmonary,W,high,Therapist,Other, White, Male,66, United-States,1
19,12,Emergency,W,minor,Medical Assistants,Anesthesia, White, Male,44, United-States,0
33,12,Emergency,NW,minor-medium,Dietitian,Surgical, Black, Female,44, United-States,1
74,12,Emergency,SW,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
44,12,Emergency,W,high,Surgeons,Other, White, Male,52, United-States,1
49,14,Gynecology/Urology,SE,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
24,15,Pulmonary,W,minor,Patient,Other, White, Female,33, United-States,0
44,4,Oncology,W,minor-medium,Techs,Therapeutic, Asian-Pac-Islander, Male,46, Cambodia,0
50,12,Emergency,W,medium,Medical Assistants,Diagnostic, White, Female,44, United-States,0
48,12,Emergency,W,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
24,12,Emergency, ?,minor, ?,Anesthesia, White, Male,22, United-States,0
27,10,Psychiatry,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,0
70,10,Psychiatry, ?,medium-high, ?,Other, White, Female,22, United-States,0
35,15,Pulmonary,W,high,Patient,Other, White, Male,55, United-States,1
37,15,Pulmonary,SW,minor-medium,Therapist,Therapeutic, White, Male,33, United-States,0
49,13,Opthalmology,S,minor-medium,Gift Shop,Therapeutic, White, Male,66, United-States,1
18,6,Radiology,W,minor,Techs,Anesthesia, White, Male,17, United-States,0
55,16,Pediatrics,W,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,44, Philippines,1
61,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,39, United-States,1
39,12,Emergency,N,high,Patient,Diagnostic, Black, Female,44, United-States,1
42,10,Psychiatry,W,high,Techs,Diagnostic, White, Female,89, United-States,0
22,12,Emergency,W,minor,Medical Assistants,Anesthesia, White, Female,38, United-States,0
69,10,Psychiatry,S,minor-medium,Medical Assistants,Surgical, White, Female,38, United-States,1
50,15,Pulmonary,NW,minor-medium,Dietitian,Therapeutic, White, Male,40, United-States,0
58,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
38,6,Radiology,W,minor,ER doctors,Other, Black, Male,44, United-States,0
19,12,Emergency, ?,minor, ?,Anesthesia, White, Female,16, United-States,0
34,10,Psychiatry,W,minor,Patient,Anesthesia, White, Male,44, United-States,0
28,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, Black, Male,39, United-States,0
23,6,Radiology,W,minor,ER doctors,Propaedeutic, White, Male,44, Mexico,0
62,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,92, United-States,1
25,14,Gynecology/Urology,W,minor,Therapist,Other, White, Male,44, United-States,0
53,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
51,16,Pediatrics,W,high,Lab,Other, White, Male,44, United-States,0
60,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
58,6,Radiology,W,minor-medium,ER doctors,Therapeutic, White, Male,55, United-States,0
52,16,Pediatrics,NW,high,Dietitian,Other, White, Male,44, United-States,1
38,10,Psychiatry,N,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,0
55,10,Psychiatry,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
39,13,Opthalmology,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
62,16,Pediatrics,S,minor-medium,Dietitian,Surgical, Black, Female,44, United-States,1
48,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,66, United-States,0
41,16,Pediatrics,SW,minor,Dietitian,Other, White, Male,44, United-States,1
45,10,Psychiatry,W,minor,Therapist,Anesthesia, White, Male,44, United-States,0
42,18,Neurosciences,W,minor-medium,Dietitian,Surgical, White, Female,66, United-States,1
37,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,60, United-States,1
27,13,Opthalmology,W,high,Medical Assistants,Diagnostic, White, Female,44, United-States,0
77,12,Emergency,W,high,Techs,Other, White, Male,88, United-States,0
55,10,Psychiatry,W,high,Patient,Diagnostic, White, Male,55, United-States,0
73,4,Oncology, ?,medium-high, ?,Other, White, Female,38, United-States,0
26,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,0
36,10,Psychiatry,W,high,Surgeons,Other, White, Male,49, United-States,0
20,12,Emergency,NW,minor,Medical Assistants,Propaedeutic, White, Female,16, Japan,0
20,12,Emergency,NW,minor,Dietitian,Anesthesia, White, Male,44, United-States,0
51,10,Psychiatry,W,high,Techs,Other, White, Female,4, United-States,0
51,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
49,15,Pulmonary,SE,high,Patient,Diagnostic, White, Male,55, United-States,1
51,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
37,15,Pulmonary,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
20,12,Emergency,W,minor,Techs,Anesthesia, White, Female,22, United-States,0
47,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
47,10,Psychiatry,SW,minor-medium,Medical Assistants,Surgical, White, Female,22, United-States,1
36,10,Psychiatry,SE,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
34,10,Psychiatry,W,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
27,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
42,15,Pulmonary,W,minor,Therapist,Anesthesia, White, Male,44, Germany,0
38,15,Pulmonary,W,minor,Medical Assistants,Other, White, Female,44, United-States,0
36,10,Psychiatry,W,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,0
44,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,48, United-States,1
35,14,Gynecology/Urology,W,medium,Patient,Diagnostic, White, Female,55, United-States,1
29,9,Gastroenterology,W,minor,Surgeons,Other, White, Male,44, United-States,0
37,10,Psychiatry,S,high,Medical Assistants,Diagnostic, White, Female,36, United-States,0
29,10,Psychiatry,W,minor,ER doctors,Anesthesia, White, Male,44, United-States,0
30,10,Psychiatry,W,medium,Therapist,Diagnostic, Black, Female,44, United-States,0
46,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
55,15,Pulmonary,NW,minor,Patient,Other, White, Female,44, United-States,0
31,13,Opthalmology,S,minor-medium,Lab,Surgical, White, Female,38, Nicaragua,1
49,15,Pulmonary,S,high,Patient,Diagnostic, Black, Female,66, United-States,0
36,10,Psychiatry,S,minor,Techs,Other, Black, Male,44, United-States,0
33,15,Pulmonary,W,minor,Techs,Diagnostic, White, Male,44, ?,0
20,10,Psychiatry,NW,minor,Lab,Anesthesia, White, Female,44, United-States,0
47,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
58,8,Orthopedic,W,high,Techs,Other, White, Female,40, United-States,0
25,12,Emergency,W,minor,Medical Assistants,Anesthesia, White, Female,22, United-States,0
36,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,61, United-States,1
50,15,Pulmonary,N,high,Dietitian,Diagnostic, White, Female,55, United-States,1
25,15,Pulmonary,W,minor,Dietitian,Other, White, Female,44, United-States,0
22,10,Psychiatry,W,minor,ER doctors,Other, White, Male,44, United-States,0
24,10,Psychiatry,W,minor-medium,Surgeons,Propaedeutic, White, Male,88, United-States,0
62,10,Psychiatry,SW,minor-medium,Physician,Therapeutic, White, Male,66, United-States,0
18,8,Orthopedic,W,minor,Dietitian,Anesthesia, White, Male,44, United-States,0
44,10,Psychiatry,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,1
33,13,Opthalmology,W,minor-medium,Therapist,Therapeutic, White, Male,49, United-States,1
19,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, White, Male,38, United-States,0
25,10,Psychiatry,W,minor,Patient,Anesthesia, White, Female,44, United-States,0
57,15,Pulmonary,SW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
40,14,Gynecology/Urology,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,1
50,12,Emergency,W,minor-medium,Therapist,Diagnostic, White, Female,44, United-States,0
69,12,Emergency,W,minor-medium,Dietitian,Therapeutic, White, Male,17, United-States,0
57,10,Psychiatry,N,minor-medium,Medical Assistants,Therapeutic, White, Male,48, United-States,1
37,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,22, United-States,0
37,10,Psychiatry,SW,minor-medium,Surgeons,Therapeutic, White, Male,82, Mexico,1
79,2,Cardiology,W,high,Techs,Other, Black, Male,44, United-States,0
40,7,Nephrology,SE,minor,Surgeons,Other, White, Male,55, United-States,1
34,15,Pulmonary,W,minor-medium,Nurse,Therapeutic, Other, Male,39, Mexico,0
53,10,Psychiatry,W,medium,Dietitian,Diagnostic, White, Female,44, Puerto-Rico,0
36,10,Psychiatry,W,minor-medium,Dietitian,Therapeutic, Amer-Indian-Eskimo, Male,52, United-States,1
52,15,Pulmonary,W,minor,Patient,Other, White, Male,55, United-States,0
22,12,Emergency, ?,minor, ?,Anesthesia, White, Female,44, United-States,0
66,10,Psychiatry,W,minor-medium,Techs,Therapeutic, Asian-Pac-Islander, Male,33, Philippines,0
28,15,Pulmonary,S,minor,Dietitian,Anesthesia, Black, Female,46, United-States,0
44,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
30,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
22,10,Psychiatry,W,minor,Techs,Diagnostic, Black, Female,27, United-States,0
29,15,Pulmonary,W,minor,Medical Assistants,Other, White, Female,44, United-States,0
24,10,Psychiatry,W,minor,Dietitian,Anesthesia, White, Female,22, United-States,0
50,10,Psychiatry,W,high,Medical Assistants,Diagnostic, White, Female,49, United-States,0
46,10,Psychiatry,W,minor-medium,Nurse,Surgical, White, Female,44, United-States,0
37,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
19,10,Psychiatry,W,minor,Therapist,Anesthesia, Amer-Indian-Eskimo, Female,22, United-States,0
47,16,Pediatrics,S,minor,Lab,Other, Black, Female,51, United-States,1
55,19,Endocrinology,W,minor-medium,Dietitian,Therapeutic, White, Male,71, United-States,1
64,13,Opthalmology,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
52,14,Gynecology/Urology,W,minor-medium,Surgeons,Therapeutic, White, Male,48, United-States,0
30,15,Pulmonary,W,minor,Therapist,Other, White, Male,44, United-States,0
19,10,Psychiatry,W,minor,Therapist,Propaedeutic, White, Male,27, United-States,0
66,10,Psychiatry,SW,minor-medium,Therapist,Surgical, White, Female,27, United-States,0
42,10,Psychiatry,SE,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
40,10,Psychiatry,S,minor-medium,Gift Shop,Therapeutic, White, Male,38, United-States,1
30,10,Psychiatry,W,minor,ER doctors,Anesthesia, White, Male,52, United-States,0
48,13,Opthalmology,W,minor-medium,Patient,Therapeutic, Black, Male,44, United-States,0
22,10,Psychiatry,W,minor-medium,Medical Assistants,Therapeutic, White, Male,66, United-States,0
41,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,66, United-States,0
28,10,Psychiatry,W,minor,Patient,Anesthesia, Other, Female,44, Mexico,0
